,elec_spot_eur_mwh,gas_spot_eur_mwh,co2_tax_eur_mwh_gas,gas_total_eur_mwh,grid_fee_standard_eur_mwh,grid_fee_sec19_eur_mwh,elec_total_standard_eur_mwh,elec_total_sec19_eur_mwh
2025-01-04 18:00:00,27.52,48.19415509869608,17.085,65.27915509869608,25.0,3.75,52.519999999999996,31.27
2025-01-04 19:00:00,27.52,49.93728998106578,17.085,67.02228998106578,25.0,3.75,52.519999999999996,31.27
2025-01-04 20:00:00,27.52,46.59589381224529,17.085,63.680893812245294,25.0,3.75,52.519999999999996,31.27
2025-01-04 21:00:00,27.52,47.344675706804466,17.085,64.42967570680446,25.0,3.75,52.519999999999996,31.27
2025-01-04 22:00:00,27.52,47.21578369373569,17.085,64.3007836937357,25.0,3.75,52.519999999999996,31.27
2025-01-04 23:00:00,27.52,45.07297010373576,17.085,62.157970103735764,25.0,3.75,52.519999999999996,31.27
2025-01-05 00:00:00,27.52,48.592240554129155,17.085,65.67724055412916,25.0,3.75,52.519999999999996,31.27
2025-01-05 01:00:00,27.52,48.522110544359776,17.085,65.60711054435978,25.0,3.75,52.519999999999996,31.27
2025-01-05 02:00:00,27.52,48.010226913284924,17.085,65.09522691328493,25.0,3.75,52.519999999999996,31.27
2025-01-05 03:00:00,27.52,47.530825733249706,17.085,64.61582573324971,25.0,3.75,52.519999999999996,31.27
2025-01-05 04:00:00,27.52,45.16925851589917,17.085,62.254258515899174,25.0,3.75,52.519999999999996,31.27
2025-01-05 05:00:00,27.52,47.15870935446928,17.085,64.24370935446927,25.0,3.75,52.519999999999996,31.27
2025-01-05 06:00:00,27.52,47.31457096694646,17.085,64.39957096694647,25.0,3.75,52.519999999999996,31.27
2025-01-05 07:00:00,27.52,46.39544546155676,17.085,63.48044546155676,25.0,3.75,52.519999999999996,31.27
2025-01-05 08:00:00,27.52,47.67742857666798,17.085,64.76242857666799,25.0,3.75,52.519999999999996,31.27
2025-01-05 09:00:00,27.52,48.80810171362908,17.085,65.89310171362908,25.0,3.75,52.519999999999996,31.27
2025-01-05 10:00:00,27.52,51.77237180242106,17.085,68.85737180242106,25.0,3.75,52.519999999999996,31.27
2025-01-05 11:00:00,27.52,48.34915562566368,17.085,65.43415562566368,25.0,3.75,52.519999999999996,31.27
2025-01-05 12:00:00,27.52,48.515100781445526,17.085,65.60010078144552,25.0,3.75,52.519999999999996,31.27
2025-01-05 13:00:00,27.52,47.85110816846767,17.085,64.93610816846767,25.0,3.75,52.519999999999996,31.27
2025-01-05 14:00:00,27.52,44.162457569401916,17.085,61.24745756940192,25.0,3.75,52.519999999999996,31.27
2025-01-05 15:00:00,27.52,47.94697224910156,17.085,65.03197224910156,25.0,3.75,52.519999999999996,31.27
2025-01-05 16:00:00,27.52,48.12046041988205,17.085,65.20546041988206,25.0,3.75,52.519999999999996,31.27
2025-01-05 17:00:00,27.52,52.92648422497057,17.085,70.01148422497057,25.0,3.75,52.519999999999996,31.27
2025-01-05 18:00:00,27.52,47.61527807043775,17.085,64.70027807043775,25.0,3.75,52.519999999999996,31.27
2025-01-05 19:00:00,27.52,48.60309468466723,17.085,65.68809468466722,25.0,3.75,52.519999999999996,31.27
2025-01-05 20:00:00,27.52,47.93057646058951,17.085,65.01557646058951,25.0,3.75,52.519999999999996,31.27
2025-01-05 21:00:00,27.52,45.662643924760935,17.085,62.747643924760936,25.0,3.75,52.519999999999996,31.27
2025-01-05 22:00:00,27.52,50.28564562903004,17.085,67.37064562903004,25.0,3.75,52.519999999999996,31.27
2025-01-05 23:00:00,27.52,49.50386606537355,17.085,66.58886606537355,25.0,3.75,52.519999999999996,31.27
2025-01-06 00:00:00,27.52,49.58206389408609,17.085,66.66706389408608,25.0,3.75,52.519999999999996,31.27
2025-01-06 01:00:00,19.26,46.18122509041052,17.085,63.26622509041052,25.0,3.75,44.260000000000005,23.01
2025-01-06 02:00:00,11.35,50.8055886218722,17.085,67.8905886218722,25.0,3.75,36.35,15.1
2025-01-06 03:00:00,9.2,45.196297874415436,17.085,62.281297874415436,25.0,3.75,34.2,12.95
2025-01-06 04:00:00,10.0,49.17371418760054,17.085,66.25871418760053,25.0,3.75,35.0,13.75
2025-01-06 05:00:00,14.81,52.380911251619956,17.085,69.46591125161996,25.0,3.75,39.81,18.560000000000002
2025-01-06 06:00:00,23.82,46.018927349738625,17.085,63.103927349738626,25.0,3.75,48.82,27.57
2025-01-06 07:00:00,31.72,46.86740454079445,17.085,63.952404540794454,25.0,3.75,56.72,35.47
2025-01-06 08:00:00,41.37,48.19930273017528,17.085,65.28430273017528,25.0,3.75,66.37,45.12
2025-01-06 09:00:00,36.36,46.993048691767605,17.085,64.0780486917676,25.0,3.75,61.36,40.11
2025-01-06 10:00:00,34.69,44.89867313786773,17.085,61.98367313786773,25.0,3.75,59.69,38.44
2025-01-06 11:00:00,32.83,48.137125949612056,17.085,65.22212594961206,25.0,3.75,57.83,36.58
2025-01-06 12:00:00,31.28,45.87539257254779,17.085,62.96039257254779,25.0,3.75,56.28,35.03
2025-01-06 13:00:00,28.6,48.947184861270365,17.085,66.03218486127037,25.0,3.75,53.6,32.35
2025-01-06 14:00:00,25.61,46.16115153153239,17.085,63.24615153153239,25.0,3.75,50.61,29.36
2025-01-06 15:00:00,26.32,51.099868810035076,17.085,68.18486881003508,25.0,3.75,51.32,30.07
2025-01-06 16:00:00,26.87,46.433493415327526,17.085,63.51849341532753,25.0,3.75,51.870000000000005,30.62
2025-01-06 17:00:00,31.66,47.35587696758865,17.085,64.44087696758865,25.0,3.75,56.66,35.41
2025-01-06 18:00:00,31.58,49.627034434739336,17.085,66.71203443473934,25.0,3.75,56.58,35.33
2025-01-06 19:00:00,28.74,45.53827136713209,17.085,62.62327136713209,25.0,3.75,53.739999999999995,32.489999999999995
2025-01-06 20:00:00,26.59,48.45491986920826,17.085,65.53991986920826,25.0,3.75,51.59,30.34
2025-01-06 21:00:00,13.82,50.614285508564855,17.085,67.69928550856486,25.0,3.75,38.82,17.57
2025-01-06 22:00:00,26.94,44.78503353087754,17.085,61.87003353087754,25.0,3.75,51.94,30.69
2025-01-06 23:00:00,12.99,48.36926771706461,17.085,65.45426771706461,25.0,3.75,37.99,16.740000000000002
2025-01-07 00:00:00,19.07,48.519765588496846,17.085,65.60476558849685,25.0,3.75,44.07,22.82
2025-01-07 01:00:00,8.71,49.56364574355462,17.085,66.64864574355462,25.0,3.75,33.71,12.46
2025-01-07 02:00:00,8.9,45.52609857824383,17.085,62.61109857824383,25.0,3.75,33.9,12.65
2025-01-07 03:00:00,5.01,45.35908677383145,17.085,62.44408677383145,25.0,3.75,30.009999999999998,8.76
2025-01-07 04:00:00,5.13,49.0438831312338,17.085,66.1288831312338,25.0,3.75,30.13,8.879999999999999
2025-01-07 05:00:00,5.8,48.59396934646637,17.085,65.67896934646637,25.0,3.75,30.8,9.55
2025-01-07 06:00:00,48.86,48.50098570069175,17.085,65.58598570069175,25.0,3.75,73.86,52.61
2025-01-07 07:00:00,76.83,48.69289641899395,17.085,65.77789641899395,25.0,3.75,101.83,80.58
2025-01-07 08:00:00,85.08,46.63995055684302,17.085,63.72495055684302,25.0,3.75,110.08,88.83
2025-01-07 09:00:00,84.24,48.464507394322005,17.085,65.549507394322,25.0,3.75,109.24,87.99
2025-01-07 10:00:00,75.25,48.586144946597365,17.085,65.67114494659737,25.0,3.75,100.25,79.0
2025-01-07 11:00:00,62.8,46.571297163947264,17.085,63.656297163947265,25.0,3.75,87.8,66.55
2025-01-07 12:00:00,62.44,51.731549022289514,17.085,68.81654902228951,25.0,3.75,87.44,66.19
2025-01-07 13:00:00,63.9,48.94766584182358,17.085,66.03266584182359,25.0,3.75,88.9,67.65
2025-01-07 14:00:00,72.56,45.6173930055947,17.085,62.7023930055947,25.0,3.75,97.56,76.31
2025-01-07 15:00:00,78.11,49.31310721726766,17.085,66.39810721726766,25.0,3.75,103.11,81.86
2025-01-07 16:00:00,79.98,46.050636659545354,17.085,63.135636659545355,25.0,3.75,104.98,83.73
2025-01-07 17:00:00,96.03,49.57416920748491,17.085,66.65916920748491,25.0,3.75,121.03,99.78
2025-01-07 18:00:00,101.11,50.31719115801481,17.085,67.4021911580148,25.0,3.75,126.11,104.86
2025-01-07 19:00:00,86.21,46.35863536329658,17.085,63.44363536329658,25.0,3.75,111.21,89.96
2025-01-07 20:00:00,78.01,49.92675225848864,17.085,67.01175225848864,25.0,3.75,103.01,81.76
2025-01-07 21:00:00,72.45,48.825561853873,17.085,65.91056185387299,25.0,3.75,97.45,76.2
2025-01-07 22:00:00,72.45,49.64412031998898,17.085,66.72912031998898,25.0,3.75,97.45,76.2
2025-01-07 23:00:00,50.04,51.7935859653079,17.085,68.8785859653079,25.0,3.75,75.03999999999999,53.79
2025-01-08 00:00:00,71.05,47.50922376799426,17.085,64.59422376799427,25.0,3.75,96.05,74.8
2025-01-08 01:00:00,68.01,46.49252767128502,17.085,63.57752767128502,25.0,3.75,93.01,71.76
2025-01-08 02:00:00,63.34,46.22097114074895,17.085,63.30597114074895,25.0,3.75,88.34,67.09
2025-01-08 03:00:00,57.01,46.368379430069126,17.085,63.45337943006913,25.0,3.75,82.00999999999999,60.76
2025-01-08 04:00:00,66.29,47.84579658117179,17.085,64.93079658117179,25.0,3.75,91.29,70.04
2025-01-08 05:00:00,72.07,48.68230394963329,17.085,65.76730394963329,25.0,3.75,97.07,75.82
2025-01-08 06:00:00,82.7,48.55338159866004,17.085,65.63838159866003,25.0,3.75,107.7,86.45
2025-01-08 07:00:00,100.73,49.65436649807205,17.085,66.73936649807206,25.0,3.75,125.73,104.48
2025-01-08 08:00:00,128.22,48.02600378375581,17.085,65.11100378375582,25.0,3.75,153.22,131.97
2025-01-08 09:00:00,108.18,50.907068154314636,17.085,67.99206815431464,25.0,3.75,133.18,111.93
2025-01-08 10:00:00,94.65,47.470686333524085,17.085,64.55568633352408,25.0,3.75,119.65,98.4
2025-01-08 11:00:00,100.01,53.44033833317924,17.085,70.52533833317923,25.0,3.75,125.01,103.76
2025-01-08 12:00:00,89.99,49.25133469553001,17.085,66.33633469553001,25.0,3.75,114.99,93.74
2025-01-08 13:00:00,97.2,46.285684887167434,17.085,63.370684887167435,25.0,3.75,122.2,100.95
2025-01-08 14:00:00,110.19,45.858215003877774,17.085,62.943215003877775,25.0,3.75,135.19,113.94
2025-01-08 15:00:00,127.8,48.964944830486374,17.085,66.04994483048637,25.0,3.75,152.8,131.55
2025-01-08 16:00:00,135.82,47.5530744293483,17.085,64.63807442934831,25.0,3.75,160.82,139.57
2025-01-08 17:00:00,155.46,49.42800098818418,17.085,66.51300098818419,25.0,3.75,180.46,159.21
2025-01-08 18:00:00,149.23,48.94647524914709,17.085,66.03147524914709,25.0,3.75,174.23,152.98
2025-01-08 19:00:00,146.48,47.85434217468625,17.085,64.93934217468626,25.0,3.75,171.48,150.23
2025-01-08 20:00:00,136.86,46.30641256386319,17.085,63.39141256386319,25.0,3.75,161.86,140.61
2025-01-08 21:00:00,127.86,44.97030555062827,17.085,62.05530555062827,25.0,3.75,152.86,131.61
2025-01-08 22:00:00,115.92,47.10697009586596,17.085,64.19197009586597,25.0,3.75,140.92000000000002,119.67
2025-01-08 23:00:00,103.59,49.71279758864694,17.085,66.79779758864694,25.0,3.75,128.59,107.34
2025-01-09 00:00:00,101.44,48.428187488260406,17.085,65.5131874882604,25.0,3.75,126.44,105.19
2025-01-09 01:00:00,100.0,45.50852244257602,17.085,62.593522442576024,25.0,3.75,125.0,103.75
2025-01-09 02:00:00,98.77,48.34636185170236,17.085,65.43136185170236,25.0,3.75,123.77,102.52
2025-01-09 03:00:00,95.22,48.77063475945767,17.085,65.85563475945767,25.0,3.75,120.22,98.97
2025-01-09 04:00:00,98.28,46.232285127597734,17.085,63.317285127597735,25.0,3.75,123.28,102.03
2025-01-09 05:00:00,102.65,48.30745021189106,17.085,65.39245021189106,25.0,3.75,127.65,106.4
2025-01-09 06:00:00,133.54,48.116417436892,17.085,65.201417436892,25.0,3.75,158.54,137.29
2025-01-09 07:00:00,148.8,45.714059404338755,17.085,62.799059404338756,25.0,3.75,173.8,152.55
2025-01-09 08:00:00,164.88,48.715574720696566,17.085,65.80057472069657,25.0,3.75,189.88,168.63
2025-01-09 09:00:00,156.15,49.12156905273647,17.085,66.20656905273647,25.0,3.75,181.15,159.9
2025-01-09 10:00:00,147.64,50.16610248635055,17.085,67.25110248635056,25.0,3.75,172.64,151.39
2025-01-09 11:00:00,140.21,50.10760410406981,17.085,67.1926041040698,25.0,3.75,165.21,143.96
2025-01-09 12:00:00,128.18,45.24466126408582,17.085,62.32966126408582,25.0,3.75,153.18,131.93
2025-01-09 13:00:00,121.15,46.124349920169756,17.085,63.20934992016976,25.0,3.75,146.15,124.9
2025-01-09 14:00:00,123.95,49.03007053441732,17.085,66.11507053441733,25.0,3.75,148.95,127.7
2025-01-09 15:00:00,127.53,49.027571901824416,17.085,66.11257190182442,25.0,3.75,152.53,131.28
2025-01-09 16:00:00,123.75,49.030095372612095,17.085,66.1150953726121,25.0,3.75,148.75,127.5
2025-01-09 17:00:00,130.91,55.70546298130944,17.085,72.79046298130945,25.0,3.75,155.91,134.66
2025-01-09 18:00:00,134.75,49.141781021386336,17.085,66.22678102138633,25.0,3.75,159.75,138.5
2025-01-09 19:00:00,125.44,50.271131280361196,17.085,67.3561312803612,25.0,3.75,150.44,129.19
2025-01-09 20:00:00,119.23,49.908003526986406,17.085,66.9930035269864,25.0,3.75,144.23000000000002,122.98
2025-01-09 21:00:00,104.99,49.3027825026116,17.085,66.3877825026116,25.0,3.75,129.99,108.74
2025-01-09 22:00:00,101.1,47.36946151071931,17.085,64.45446151071931,25.0,3.75,126.1,104.85
2025-01-09 23:00:00,88.19,49.51793844098653,17.085,66.60293844098653,25.0,3.75,113.19,91.94
2025-01-10 00:00:00,84.79,46.454349570924855,17.085,63.539349570924855,25.0,3.75,109.79,88.54
2025-01-10 01:00:00,80.23,47.52636278651998,17.085,64.61136278651998,25.0,3.75,105.23,83.98
2025-01-10 02:00:00,71.29,47.029272904341795,17.085,64.11427290434179,25.0,3.75,96.29,75.04
2025-01-10 03:00:00,69.05,48.163748278772644,17.085,65.24874827877264,25.0,3.75,94.05,72.8
2025-01-10 04:00:00,69.89,52.629317133347016,17.085,69.71431713334701,25.0,3.75,94.89,73.64
2025-01-10 05:00:00,83.9,44.2654696148165,17.085,61.350469614816504,25.0,3.75,108.9,87.65
2025-01-10 06:00:00,99.09,49.37252038074903,17.085,66.45752038074903,25.0,3.75,124.09,102.84
2025-01-10 07:00:00,123.92,44.77456825762069,17.085,61.859568257620694,25.0,3.75,148.92000000000002,127.67
2025-01-10 08:00:00,139.47,47.056136268421135,17.085,64.14113626842114,25.0,3.75,164.47,143.22
2025-01-10 09:00:00,136.92,50.17790119393473,17.085,67.26290119393474,25.0,3.75,161.92,140.67
2025-01-10 10:00:00,123.57,48.128560038190926,17.085,65.21356003819093,25.0,3.75,148.57,127.32
2025-01-10 11:00:00,113.59,45.844510444141385,17.085,62.929510444141386,25.0,3.75,138.59,117.34
2025-01-10 12:00:00,107.43,46.569392581480066,17.085,63.65439258148007,25.0,3.75,132.43,111.18
2025-01-10 13:00:00,105.01,49.35919549786935,17.085,66.44419549786934,25.0,3.75,130.01,108.76
2025-01-10 14:00:00,110.01,46.53926673656573,17.085,63.62426673656573,25.0,3.75,135.01,113.76
2025-01-10 15:00:00,128.69,48.43291717916395,17.085,65.51791717916396,25.0,3.75,153.69,132.44
2025-01-10 16:00:00,134.87,48.09114367980763,17.085,65.17614367980764,25.0,3.75,159.87,138.62
2025-01-10 17:00:00,142.56,46.696799304788364,17.085,63.781799304788365,25.0,3.75,167.56,146.31
2025-01-10 18:00:00,144.12,52.287888178650654,17.085,69.37288817865065,25.0,3.75,169.12,147.87
2025-01-10 19:00:00,141.05,49.26783804463602,17.085,66.35283804463603,25.0,3.75,166.05,144.8
2025-01-10 20:00:00,134.82,43.94971482668478,17.085,61.034714826684784,25.0,3.75,159.82,138.57
2025-01-10 21:00:00,122.51,48.372908629538856,17.085,65.45790862953885,25.0,3.75,147.51,126.26
2025-01-10 22:00:00,119.77,46.67642707046323,17.085,63.76142707046323,25.0,3.75,144.76999999999998,123.52
2025-01-10 23:00:00,111.71,49.70486666959245,17.085,66.78986666959244,25.0,3.75,136.70999999999998,115.46
2025-01-11 00:00:00,106.64,46.4149585231346,17.085,63.4999585231346,25.0,3.75,131.64,110.39
2025-01-11 01:00:00,98.99,47.7705271170662,17.085,64.8555271170662,25.0,3.75,123.99,102.74
2025-01-11 02:00:00,95.71,49.009974557960916,17.085,66.09497455796091,25.0,3.75,120.71,99.46
2025-01-11 03:00:00,89.45,49.73151038834024,17.085,66.81651038834025,25.0,3.75,114.45,93.2
2025-01-11 04:00:00,88.35,45.599407185888445,17.085,62.684407185888446,25.0,3.75,113.35,92.1
2025-01-11 05:00:00,88.4,47.3309975283181,17.085,64.4159975283181,25.0,3.75,113.4,92.15
2025-01-11 06:00:00,88.13,47.05010937767809,17.085,64.13510937767809,25.0,3.75,113.13,91.88
2025-01-11 07:00:00,94.68,46.69334153485258,17.085,63.77834153485258,25.0,3.75,119.68,98.43
2025-01-11 08:00:00,107.65,51.530908480562196,17.085,68.6159084805622,25.0,3.75,132.65,111.4
